項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
11,5232,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,台地西部Dトレンチ　Loc.1 14 C-F,炭化材,T,f,不明,----,ABCDEFGH,Gak-13375,β線法,&gt;37040,----,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
12,5234,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部の新期ローム層上部層お伊勢山層最下部層,土壌,T,k,不明,----,ABCDEFGH,GaK-13242,β線法,8920,170,----,----,----,----,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
13,5236,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部の新期ローム層上部層お伊勢山層最下部層,土壌,T,k,不明,----,ABCDEFGH,GaK-13244,β線法,12830,290,----,----,----,----,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
14,5238,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部の新期ローム層上部層お伊勢山層最下部層,土壌,T,k,不明,----,ABCDEFGH,GaK-13242-HA2,β線法,9580,250,----,----,-26.2,0.03,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
15,5240,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部　最上位,土壌,T,k,不明,----,ABCDEFGH,GaK-13378,β線法,11150,170,----,----,----,----,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
16,5241,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部　最下位,土壌,T,k,不明,----,ABCDEFGH,GaK-13377,β線法,12660,370,----,----,----,----,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
17,5239,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部の新期ローム層上部層お伊勢山層最下部層,土壌,T,k,不明,----,ABCDEFGH,GaK-13242-HM,β線法,8850,320,----,----,----,----,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
18,5237,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部の新期ローム層上部層お伊勢山層最下部層,土壌,T,k,不明,----,ABCDEFGH,GaK-13242-HA1,β線法,10560,170,----,----,-25.87,0.17,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
19,5235,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,丘陵南東斜面部の新期ローム層上部層お伊勢山層最下部層,土壌,T,k,不明,----,ABCDEFGH,GaK-13243,β線法,12250,190,----,----,----,----,----,垣内正久，木越邦彦,学習院大学放射性炭素年代測定室,1989,新期ローム層上部層とお伊勢山層の放射性炭素植物珪酸体と土壌学的検討,22-27,----,お伊勢山遺跡の調査　第3部縄文時代,早稲田大学
20,5233,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,B谷西支谷部(9-3地区)Dトレンチ　Loc.1 14 C-G,炭化材,T,f,不明,----,ABCDEFGH,Gak-13376,β線法,2830,80,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
21,5231,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,Loc.1 14 C-E,炭化材,T,f,不明,----,ABCDEFGH,Gak-13374,β線法,3840,90,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
22,5229,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,Loc.1 14 C-C,炭化材,T,f,不明,----,ABCDEFGH,Gak-13372,β線法,4710,90,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
23,5227,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,Loc.1 14 C-A.,炭化材,T,f,不明,----,ABCDEFGH,Gak-13370,β線法,3820,80,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
24,5225,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,Loc.14 南西壁A,土壌,T,k,不明,----,ABCDEFGH,GaK-12804,β線法,12100,240,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
25,5223,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,Loc.17 Tr.M. 2.,泥炭,T,j,不明,----,ABCDEFGH,GaK-12802,β線法,4470,100,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
26,5221,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,Loc.17 Tr.B B.,炭化材,T,f,不明,----,ABCDEFGH,GaK-12800,β線法,4110,100,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
27,5219,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,A谷南支谷部(2地区)Eトレンチ　Loc.14 Tr.E.　Ⅵ層最下部,炭化材,T,f,不明,----,ABCDEFGH,GaK-12798,β線法,2460,100,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
28,5217,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,A谷南支谷部Eトレンチ　Loc.14 Tr. E. 地すべり下,炭化材,T,f,不明,----,ABCDEFGH,GaK-12796,β線法, &gt;36190,----,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
29,5215,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,B-1-A.,炭化材,T,f,不明,----,ABCDEFGH,GaK-12794,β線法,3610,100,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
30,5213,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,台地東部(7地区)　A-1-a.,炭化材,T,f,不明,----,ABCDEFGH,GaK-12792,β線法,3250,100,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
31,5211,11：埼玉県,お伊勢山遺跡,所沢市三ヶ島,B谷西部(10地区)トレンチ　Loc.18 スコリア直下　a.,泥炭,T,j,不明,----,ABCDEFGH,GaK-12790,β線法,1820,140,----,----,----,----,----,学習院大学放射性炭素年代測定室　木越邦彦,学習院大学放射性炭素年代測定室,2010,学習院大学放射性炭素年代測定結果,315-316,----,お伊勢山遺跡の調査　第1部総論,早稲田大学
32,5533,11：埼玉県,上小笠原遺跡,白岡市彦兵衛字下小笠原,第5号住居跡,炭化材(クリ),T,f,縄文時代後期前葉,堀之内Ⅰ式期,B,PAL-1004,β線法,3780,100,----,----,----,----,----,パリノ・サーヴェイ株式会社,パリノ・サーヴェイ株式会社,2013,上小笠原遺跡の放射性炭素年代測定,102-104,----,白岡市埋蔵文化財調査報告書第22集　上小笠原遺跡(第1･2･3地点),白岡市教育委員会
33,5532,11：埼玉県,上小笠原遺跡,白岡市彦兵衛字下小笠原,第5号住居跡,炭化材(クリ),T,f,縄文時代後期前葉,堀之内Ⅰ式期,B,PAL-1003,β線法,2160,230,----,----,----,----,----,パリノ・サーヴェイ株式会社,パリノ・サーヴェイ株式会社,2013,上小笠原遺跡の放射性炭素年代測定,102-104,----,白岡市埋蔵文化財調査報告書第22集　上小笠原遺跡(第1･2･3地点),白岡市教育委員会
34,5709,11：埼玉県,中耕遺跡,坂戸市大字善能寺,SK-6 106,炭化材(クリ類似種),T,f,縄文時代中期,----,B,GaK-16477,β線法,5190,100,----,----,----,----,----,パリノ・サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1993,中耕遺跡出土遺物の自然科学分析報告,354,----,埼玉県埋蔵文化財調査事業団報告書第125集　中耕遺跡　本文編(第1分冊),財団法人埼玉県埋蔵文化財調査事業団
35,5364,11：埼玉県,亀居遺跡,入間郡大井町鶴ヶ岡,38地点　51号集石土坑,炭化材(クリ),T,f,縄文時代,狢沢式、阿玉台Ⅰb式,B,Gak-20421,β線法,4370,80,----,----,----,----,----,パリノ・サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2002,亀居遺跡集石の年代と燃焼材,141-142,----,文化財調査報告第33集　町内遺跡群Ⅹ,大井町教育委員会
36,5365,11：埼玉県,亀居遺跡,入間郡大井町鶴ヶ岡,38地点　69号集石土坑,炭化材(キハダ),T,f,縄文時代,阿玉台Ⅱ式古相,B,Gak-20422,β線法,4620,70,----,----,----,----,----,パリノ・サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2002,亀居遺跡集石の年代と燃焼材,141-142,----,文化財調査報告第33集　町内遺跡群Ⅹ,大井町教育委員会
37,5363,11：埼玉県,亀居遺跡,入間郡大井町鶴ヶ岡,38地点　37号集石土坑,炭化材(コナラ属コナラ亜属クヌギ節),T,f,縄文時代,新道式新相?藤内式，阿玉台Ⅱ式,B,Gak-20420,β線法,4220,60,----,----,----,----,----,パリノ・サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2002,亀居遺跡集石の年代と燃焼材,141-142,----,文化財調査報告第33集　町内遺跡群Ⅹ,大井町教育委員会
38,5290,11：埼玉県,井沼方遺跡,浦和市大字井沼方,5号住居跡床直上,炭化種子(オニグルミ),T,g,縄文時代前期,関山期,B,Gak-12423,β線法,6210,160,----,----,----,----,----,パリノ・サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1986,井沼方遺跡試料種子同定および14Ｃ年代測定報告,70-71,----,浦和市遺跡調査会報告書第59集　井沼方遺跡発掘調査報告書,浦和市遺跡調査会
39,5274,11：埼玉県,伊佐島遺跡,上福岡市大字駒林字伊佐島,黒色土，上面,土壌,T,k,不明,----,ABCDEFGH,NUTA-4807,AMS法,1960,60,----,----,----,----,-18.47,明治コンサルタント株式会社,名古屋大学年代測定資料研究センター,1997,地質調査報告,39-62,----,上福岡市遺跡調査会報告書第4集　埼玉県上福岡市伊佐島遺跡第2次の調査,上福岡市遺跡調査会
40,5273,11：埼玉県,伊佐島遺跡,上福岡市大字駒林字伊佐島,黒色土，2層,土壌,T,k,不明,----,ABCDEFGH,NUTA-4784,AMS法,2840,70,----,----,----,----,-16.14,明治コンサルタント株式会社,名古屋大学年代測定資料研究センター,1997,地質調査報告,39-62,----,上福岡市遺跡調査会報告書第4集　埼玉県上福岡市伊佐島遺跡第2次の調査,上福岡市遺跡調査会
41,5285,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.15,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,3360,80,3270,80,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
42,5286,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.16,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,3530,90,3430,85,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
43,5288,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.18,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,3740,95,3640,95,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
44,5289,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.19,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,3760,90,3650,90,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
45,5287,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.17,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,3790,95,3680,90,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
46,5278,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.3,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,1760,55,1710,55,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
47,5280,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.7,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,2460,65,2390,60,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
48,5281,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.9,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,2630,70,2560,70,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
49,5282,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.10,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,2570,60,2490,60,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
50,5283,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.12,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,2840,60,2750,60,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
51,5284,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.14,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,3270,70,3180,65,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
52,5279,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.5,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,1920,65,1860,60,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
53,5277,11：埼玉県,伊奈氏屋敷跡,北足立郡伊奈町小室,I-1区(川側)　泥炭質堆積層断面　No.1,泥炭,T,j,不明,----,ABCDEFGH,不明,β線法,1630,85,1590,80,----,----,----,パリノ・サーヴェイ株式会社,日本アイソトープ協会,1984,伊奈氏屋敷遺跡14C年代測定,235,----,埼玉県埋蔵文化財調査事業団報告書第31集　赤羽･伊奈氏屋敷跡,財団法人　埼玉県埋蔵文化財調査事業団
54,5834,11：埼玉県,八木上遺跡,狭山市笹井,SC-3( 集石土坑)　2層炭化物層,炭化物･種実(オニグルミ核),T,g,縄文時代前期,----,B,PLD-6614,AMS法,4480,25,4481,23,-23.14,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2007,放射性炭素年代測定,117-119,----,埼玉県埋蔵文化財調査事業団報告書第347集　八木上遺跡Ⅲ,財団法人埼玉県埋蔵文化財調査事業団
55,5621,11：埼玉県,前田字前田第1遺跡,鳩ヶ谷市南,Bトレンチ　旧流路跡 最下層6層　流木,木材(ヤナギ属),T,d,縄文時代,K-Ah降下以降,B,Gak-17930,β線法,4710,100,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2001,自然環境に関する自然科学分析結果,107-110,----,鳩ヶ谷市埋蔵文化財調査報告書第15集　前田字前田第1遺跡,鳩ヶ谷市教育委員会
56,5812,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,ボーリングコア2　深度1273cm,生材(不明),T,d,不明,----,ABCDEFGH,PLD-26324,AMS法,7480,25,7480,25,-27.11,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,106-127,----,さいたま市遺跡調査会報告書第165集　南鴻沼遺跡(第1分冊),さいたま市遺跡調査会
57,5811,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,ボーリングコア2　深度735cm,生材(不明),T,d,不明,----,ABCDEFGH,PLD-26323,AMS法,6585,25,6584,25,-28.85,0.13,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,106-127,----,さいたま市遺跡調査会報告書第165集　南鴻沼遺跡(第1分冊),さいたま市遺跡調査会
58,5814,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,ボーリングコア3　深度570cm,炭化材(広葉樹),T,f,不明,----,ABCDEFGH,PLD-26326,AMS法,6680,25,6678,25,-26.49,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,106-127,----,さいたま市遺跡調査会報告書第165集　南鴻沼遺跡(第1分冊),さいたま市遺跡調査会
59,5816,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,C層最上部,草本質泥炭,T,j,不明,----,ABCDEFGH,Gak-14281,β線法,2810,110,----,----,----,----,----,パレオ･ラボ,学習院大学木越研究室,2013,南鴻沼遺跡の堆積物,17-22,----,さいたま市遺跡調査会報告書第159集　稲荷山遺跡･大門西遺跡･関東遺跡･南鴻沼遺跡･小村田東遺跡,さいたま市遺跡調査会
60,5815,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,ボーリングコア3　深度763cm,生試料(植物遺体),T,d,不明,----,ABCDEFGH,PLD-26327,AMS法,7020,25,7020,26,-29.83,0.15,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,106-127,----,さいたま市遺跡調査会報告書第165集　南鴻沼遺跡(第1分冊),さいたま市遺跡調査会
61,5776,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,第2号水場遺構4層　加工木　21-25y　,生材(クワ属),T,d,縄文時代後期初頭,----,B,PLD-25057,AMS法,3875,20,3874,21,-26.3,0.15,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,106-127,ウイグルマッチング法,さいたま市遺跡調査会報告書第165集　南鴻沼遺跡(第1分冊),さいたま市遺跡調査会
62,5780,11：埼玉県,南鴻沼遺跡,さいたま市中央区大戸1丁目,1号水場遺構　4層,生材(クリ),T,d,縄文時代後期初頭?前葉,----,B,PLD-25196,AMS法,3900,20,3901,22,-30.47,0.34,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,106-127,----,さいたま市遺跡調査会報告書第165集　南鴻沼遺跡(第1分冊),さいたま市遺跡調査会
