項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
17,22229,19：山梨県,中谷遺跡,都留市小形山瀬木,6号集石,炭化物,T,f,縄文時代,----,B,Gak-18808,β線法,4950,90,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1996,中谷遺跡における自然科学分析,180,----,山梨県埋蔵文化財センター調査報告書第116集　中谷遺跡,山梨県教育委員会
18,22225,19：山梨県,中谷遺跡,都留市小形山瀬木,1号集石,炭化物,T,f,縄文時代,----,B,Gak-18804,β線法,4710,100,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1996,中谷遺跡における自然科学分析,180,----,山梨県埋蔵文化財センター調査報告書第116集　中谷遺跡,山梨県教育委員会
19,3931,19：山梨県,京原遺跡,東八代郡境川村小山,----,種実マメ科,T,g,縄文時代前期,----,B,MTC-10020,AMS法,-1560,30,----,----,----,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,YNKYB-1混入物の可能性,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
20,3947,19：山梨県,原町農道改良遺跡,北巨摩郡高根町,33住居跡火災住主柱穴,炭化材,T,f,縄文時代中期,藤内Ⅱ式,B,PLD-4465,AMS法,4380,25,----,----,-26.69,0.11,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,YTH-74,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
21,3948,19：山梨県,原町農道改良遺跡,北巨摩郡高根町,53住居跡主柱穴,炭化材,T,f,縄文時代中期,曽利Ⅱ～Ⅲ式,B,PLD-4464,AMS法,4235,25,----,----,-24.5,0.12,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,YTH-75,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
22,3946,19：山梨県,原町農道改良遺跡,北巨摩郡高根町,192,炭化材,T,f,縄文時代中期,藤内式,B,PLD-4466,AMS法,4395,25,----,----,-25.55,0.14,----,学術創成研究グループ,（株）パレオ・ラボ,2009,地域別測定データ,139-524,YTH-73,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
23,22023,19：山梨県,原･郷原遺跡,上野原市西原,2号住　床面,炭化材(クリ),T,f,縄文時代後期,----,B,GaK-20289,β線法,4010,60,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2000,原･郷原遺跡における自然科学分析,58-60,----,上野原町埋蔵文化財調査報告書第9集　原･郷原遺跡,上野原町教育委員会
24,22256,19：山梨県,唐松遺跡,甲斐市字津谷,不明,炭化材,T,f,不明,----,ABCDEFGH,GaK-18610,β線法,1470,70,----,----,----,----,----,山梨県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1996,唐松遺跡の放射性炭素年代測定結果,98,----,山梨県埋蔵文化財センター調査報告書第111集　唐松遺跡,山梨県教育委員会　山梨県住宅供給公社
25,22255,19：山梨県,唐松遺跡,甲斐市字津谷,不明,炭化材,T,f,不明,----,ABCDEFGH,GaK-18609,β線法,990,90,----,----,----,----,----,山梨県埋蔵文化財センター,学習院大学放射性炭素年代測定室,1996,唐松遺跡の放射性炭素年代測定結果,98,----,山梨県埋蔵文化財センター調査報告書第111集　唐松遺跡,山梨県教育委員会　山梨県住宅供給公社
26,21962,19：山梨県,塩瀬下原遺跡,大月市梁川町塩瀬,1号敷石住居　住居跡下部焼土2　セクション　9層,炭化材(クリ)･土壌,T,f,縄文時代,----,B,PAL-547,β線法,3740,190,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2001,塩瀬下原遺跡(第4次調査)の自然科学分析,113-121,----,山梨県埋蔵文化財センター調査報告書第191集　塩瀬下原遺跡(第4次調査),山梨県教育委員会･山梨県土木部
27,21961,19：山梨県,塩瀬下原遺跡,大月市梁川町塩瀬,1号敷石住居　住居跡下部焼土1　セクション,炭化材(クマシデ属イヌシデ節),T,f,縄文時代,----,B,PAL-548,β線法,4120,450,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2001,塩瀬下原遺跡(第4次調査)の自然科学分析,113-121,----,山梨県埋蔵文化財センター調査報告書第191集　塩瀬下原遺跡(第4次調査),山梨県教育委員会･山梨県土木部
28,22170,19：山梨県,大月遺跡,大月市大月,9号住居跡西側　炭化堅果類集中,炭化堅果,T,g,縄文時代中期以降,----,B,PAL-82,β線法,3520,330,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1997,大月遺跡出土堅果類の放射性炭素年代測定,122-123,----,山梨県埋蔵文化財センター調査報告書第139集　大月遺跡,山梨県教育委員会
29,22171,19：山梨県,大月遺跡,大月市大月,9号住居跡西側　炭化堅果類集中,炭化堅果,T,g,縄文時代中期以降,----,B,PAL-83,β線法,3620,250,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1997,大月遺跡出土堅果類の放射性炭素年代測定,122-123,----,山梨県埋蔵文化財センター調査報告書第139集　大月遺跡,山梨県教育委員会
30,22169,19：山梨県,大月遺跡,大月市大月,9号住居跡西側　炭化堅果類集中,炭化堅果,T,g,縄文時代中期以降,----,B,PAL-81,β線法,3860,260,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1997,大月遺跡出土堅果類の放射性炭素年代測定,122-123,----,山梨県埋蔵文化財センター調査報告書第139集　大月遺跡,山梨県教育委員会
31,3944,19：山梨県,天神堂遺跡,甲州市勝沼町下岩崎２０８９番地他,1竪炉３層,炭化材,T,f,縄文時代中期,曽利Ⅰ式,B,MTC-05110,AMS法,4330,40,----,----,-25.2,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,YNTK-C2,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
32,22253,19：山梨県,天神堂遺跡,南巨摩郡南部町万沢字上代,9号竪穴　炉内3層出土,炭化材,T,f,縄文時代中期,曽利Ⅰ式古?曽利Ⅱ式古,B,MTC-05109,AMS法,4465,40,----,----,----,----,-26.4,小林謙一･坂本稔･尾嵜大真･新免歳靖･村本周三･松崎浩之,東京大学原子力研究総合センター,2004,山梨県南部町天神堂遺跡出土炭化材の14C年代測定,28-29,----,天神堂遺跡,山梨県峡南地域振興局農務部　南部町教育委員会　(財)山梨文化財研究所
33,22254,19：山梨県,天神堂遺跡,南巨摩郡南部町万沢字上代,1号竪穴　新炉内,炭化材,T,f,縄文時代中期,曽利Ⅰ式古,B,MTC-05110,AMS法,4330,40,----,----,----,----,-25.2,小林謙一･坂本稔･尾嵜大真･新免歳靖･村本周三･松崎浩之,東京大学原子力研究総合センター,2004,山梨県南部町天神堂遺跡出土炭化材の14C年代測定,28-29,----,天神堂遺跡,山梨県峡南地域振興局農務部　南部町教育委員会　(財)山梨文化財研究所
34,3943,19：山梨県,天神堂遺跡,甲州市勝沼町下岩崎２０８９番地他,9竪炉３層,炭化材,T,f,縄文時代中期,曽利Ⅰ式,B,MTC-05109,AMS法,4465,40,----,----,-26.4,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,YNTK-C1,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
35,22053,19：山梨県,宿尻遺跡,韮崎市穴山町字宿尻,3Gグリッド　土器集中下　土坑,炭化物(オニグルミ),T,g,縄文時代,----,B,不明,不明,----,----,----,----,----,----,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2002,自然科学分析,7,"測定結果表なし　""測定年代(補正年代)は約3730年前の年代値を示した""のみ",宿尻遺跡,韮崎市教育委員会　韮崎市遺跡調査会
36,22328,19：山梨県,平林遺跡,南巨摩郡身延町和田,N5G-2号焼土,炭化材(ヒノキ科),T,f,不明,----,ABCDEFGH,IAAA-132723,AMS法,1570,20,1573,22,-23.74,0.28,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,自然科学分析,124-126,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
37,22327,19：山梨県,平林遺跡,南巨摩郡身延町和田,E16G Pit5,炭化材(ヒノキ科),T,f,不明,----,ABCDEFGH,IAAA-132722,AMS法,1610,20,1608,19,-20.53,0.27,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,自然科学分析,124-126,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
38,22330,19：山梨県,平林遺跡,南巨摩郡身延町和田,1号集石土坑,炭化材,T,f,縄文時代前期後半?中期初頭,----,B,IAAA-132725,AMS法,5380,20,5377,24,-26.84,0.26,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,自然科学分析,124-126,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
39,22331,19：山梨県,平林遺跡,南巨摩郡身延町和田,4号集石土坑　2層　黒褐色土,炭化材,T,f,縄文時代前期後半?中期初頭,----,B,IAAA-132726,AMS法,4560,20,4555,23,-25.24,0.29,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,自然科学分析,124-126,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
40,22332,19：山梨県,平林遺跡,南巨摩郡身延町和田,1号土坑,炭化材(サカキ),T,f,不明,----,ABCDEFGH,PED-27215,AMS法,880,15,879,16,-26.53,0.19,----,株式会社古環境研究所,パレオ･ラボ,2015,古環境分析,133-134,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
41,22329,19：山梨県,平林遺跡,南巨摩郡身延町和田,E15G Pit2,炭化材,T,f,不明,----,ABCDEFGH,IAAA-132724,AMS法,2020,20,2023,21,-24.84,0.28,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,自然科学分析,124-126,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
42,22326,19：山梨県,平林遺跡,南巨摩郡身延町和田,D16G Pit3,炭化材(ヒノキ科),T,f,不明,----,ABCDEFGH,IAAA-132721,AMS法,1790,20,1794,21,-19.02,0.32,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,自然科学分析,124-126,----,山梨県埋蔵文化財センター調査報告書第302集　平林遺跡,山梨県教育委員会　国土交通省　山梨県県土整備部
43,22156,19：山梨県,廻り田遺跡B地区,山梨市北,24号土坑　2層,種実遺体(ブドウ種子),T,e,不明,----,ABCDEFGH,IAAA-123456,AMS法,Modern,----,----,----,-30.07,0.36,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,廻り田遺跡B区の自然科学分析,295-302,----,山梨県埋蔵文化財センター調査報告書第301集　膳棚遺跡･廻り田遺跡B地区,山梨県教育委員会　山梨県県土整備部
44,22155,19：山梨県,廻り田遺跡B地区,山梨市北,3号溝(旧河道),炭化材(ケヤキ),T,f,不明,----,ABCDEFGH,IAAA-123217,AMS法,2500,30,2497,25,-25.47,0.29,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,廻り田遺跡B区の自然科学分析,295-302,----,山梨県埋蔵文化財センター調査報告書第301集　膳棚遺跡･廻り田遺跡B地区,山梨県教育委員会　山梨県県土整備部
45,22027,19：山梨県,御坂中丸遺跡,笛吹市御坂町上黒駒,Ⅴ区1号集石土坑,炭化材(クリ),T,f,縄文時代早期,----,B,IAAA-102972,AMS法,4830,30,4829,30,-26.03,0.66,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,御坂中丸遺跡における放射性炭素年代(AMS測定),57-58,----,山梨県埋蔵文化財センター調査報告書第278集　御坂中丸遺跡,山梨県教育委員会　独立行政法人鉄道建設･運輸施設整備支援機構
46,22258,19：山梨県,日影田遺跡,北巨摩郡高根町下黒沢,8号焼土,炭化材(ケヤキ),T,f,縄文時代中期初頭?後期,----,B,不明,β線法,2950,80,----,----,----,----,----,藤根久(パレオ･ラボ),学習院大学放射性炭素年代測定室,1995,炭化材の放射性炭素年代測定と樹種同定,82,----,山梨県埋蔵文化財センター調査報告書第100集　日影田遺跡(第1･2次調査),山梨県教育委員会
47,22021,19：山梨県,桂野遺跡,東八代郡御坂町上黒駒字桂野大道,1号住居　3号炉,炭化材,T,f,縄文時代中期,----,B,Beta-151022,AMS法,4490,40,----,----,----,----,-27.3,パリノ･サーヴェイ株式会社,(株)地球科学研究所,2002,桂野遺跡の放射性炭素年代測定と種子同定,78-81,----,山梨県埋蔵文化財センター調査報告書第199集　桂野遺跡(第4次調査)･原山遺跡,山梨県教育委員会
48,22022,19：山梨県,桂野遺跡,東八代郡御坂町上黒駒字桂野大道,1号住居　5号炉,炭化材,T,f,縄文時代中期,----,B,Beta-151023,AMS法,4550,40,----,----,----,----,-25.7,パリノ･サーヴェイ株式会社,(株)地球科学研究所,2002,桂野遺跡の放射性炭素年代測定と種子同定,78-81,----,山梨県埋蔵文化財センター調査報告書第199集　桂野遺跡(第4次調査)･原山遺跡,山梨県教育委員会
49,22020,19：山梨県,桂野遺跡,東八代郡御坂町上黒駒字桂野大道,1号住居　1号炉,炭化材,T,f,縄文時代中期,----,B,Beta-151022,AMS法,4560,40,----,----,----,----,-25.2,パリノ･サーヴェイ株式会社,(株)地球科学研究所,2002,桂野遺跡の放射性炭素年代測定と種子同定,78-81,----,山梨県埋蔵文化財センター調査報告書第199集　桂野遺跡(第4次調査)･原山遺跡,山梨県教育委員会
50,22265,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,E4-46トレンチ　北壁,腐植質土壌,T,k,縄文時代前期,----,B,PAL-1112,β線法,6600,150,6596,151,----,----,-24.2,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,梅之木遺跡周辺の地形･地質に関する自然科学分析,284-292,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
51,22267,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR10　2層　縄文の道硬化面直上,炭化材,T,f,縄文時代,----,B,IAAA-52721,AMS法,1800,50,1798,43,-22.92,0.93,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
52,22272,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR15　9層　貫褐色層,炭化材,T,f,縄文時代中期,----,B,IAAA-52728,AMS法,1270,30,1267,31,-30.68,0.82,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
53,22279,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR19　鉄平石付近　敷石遺構の平石敷設面上,炭化材,T,f,縄文時代中期,----,B,IAAA-52735,AMS法,4290,40,4292,38,-27,0.88,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
54,22284,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-18　2層,オニグルミ核,T,e,縄文時代中期後半?末葉,曽利式,B,IAAA-72866,AMS法,4210,40,4209,40,-26.16,0.74,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
55,22286,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-55　1層,炭化材(クワ),T,f,縄文時代中期後半?末葉,曽利式,B,IAAA-72861,AMS法,Modern,----,----,----,-32.33,0.46,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
56,22288,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-55　コラム1-1,炭化材(クリ),T,f,縄文時代中期後半?末葉,曽利式,B,IAAA-72863,AMS法,4250,30,4246,33,-30.07,0.64,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
57,22290,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-55　炉,オニグルミ核,T,e,縄文時代中期後半?末葉,曽利式,B,IAAA-72865,AMS法,4220,40,4223,36,-29.68,0.59,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
58,22292,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-156　1層,オオムギ胚乳,T,e,縄文時代中期後半?末葉,曽利式,B,IAAA-71869,AMS法,70,30,66,27,-27.52,0.72,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
59,22294,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土上層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11305,AMS法,4120,35,----,----,-24.9,0.8,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
60,22296,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土上層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11037,AMS法,4225,35,----,----,-26.3,0.8,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
61,22298,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土上層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11309,AMS法,4280,35,----,----,-27.7,1,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
62,22300,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土下層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11311,AMS法,4215,35,----,----,-25,0.6,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
63,22302,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　床面(炉の横),炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11313,AMS法,4170,35,----,----,-24.7,0.7,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
64,22301,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　埋甕堀込み面,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11312,AMS法,4150,35,----,----,-26.7,0.9,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
