項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
11,4445,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅱ区4住居跡炉内,炭化材,T,f,縄文時代中期,勝坂3b式,B,Beta-157922,AMS法,4460,40,----,----,-25.8,----,-25.8,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-16,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
12,4444,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石10,炭化材,T,f,縄文時代早期,入海～上ノ山式,B,Beta-157921,AMS法,6230,50,----,----,-25.8,----,-25.8,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-15,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
13,4443,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石12C1,炭化材,T,f,縄文時代中期,勝坂3a式,B,Beta-157920,AMS法,4490,40,----,----,-27,----,-27,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-14,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
14,4441,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石７,炭化材クリ,T,f,縄文時代中期,勝坂3a式,B,Beta-157918,AMS法,4350,40,----,----,-27.6,----,-27.6,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-12,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
15,4440,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石６,炭化材,T,f,縄文時代中期,勝坂3a式,B,Beta-157917,AMS法,4480,40,----,----,-26.5,----,-26.5,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-11,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
16,4439,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石５炭15,炭化材,T,f,縄文時代中期,勝坂3a式,B,Beta-157916,AMS法,4430,40,----,----,-27.3,----,-27.3,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-10,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
17,4438,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石３,炭化材,T,f,縄文時代中期,勝坂3a式,B,Beta-157915,AMS法,4470,40,----,----,-25.5,----,-25.5,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-09,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
18,4437,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区炭７集石１,炭化材クリ,T,f,縄文時代中期,勝坂3a式,B,Beta-157914,AMS法,4490,40,----,----,-25.8,----,-25.8,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-07,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
19,4452,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅱ区住居状遺構3ピット上層,炭化材,T,f,縄文時代草創期,----,B,Beta-165616,AMS法,4460,40,----,----,-28,----,-28,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-36,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
20,4453,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅱ区住居状遺構10ピット,炭化材,T,f,縄文時代草創期,----,B,Beta-165617,AMS法,3930,40,----,----,-26.6,----,-26.6,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-37,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
21,4451,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅱ区2号屋外埋設土器(UG1）.,炭化材,T,f,縄文時代中期,勝坂式終末,B,Beta-166518,AMS法,4350,40,----,----,-26.4,----,-26.4,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-35,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
22,4450,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区集石9,炭化材,T,f,縄文時代早期,入海～上ノ山式,B,Beta-166519,AMS法,6140,40,----,----,-26.2,----,-26.2,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-33,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
23,4448,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅱ区住居跡1貯蔵穴ｻﾝﾌﾟﾙNo5･6,炭化材クリ,T,f,縄文時代中期,勝坂3b式,B,Beta-157924,AMS法,4280,40,----,----,-25.9,----,-25.9,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SFC-21,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
24,3303,14：神奈川県,SFC（湘南藤沢キャンパス内）遺跡,藤沢市遠藤,Ⅰ区2住居跡炉内,炭化材,T,f,縄文時代中期,勝坂3a式,B,MTC-04902,AMS法,4510,45,----,----,-27.4,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,SFC-03,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
25,8104,14：神奈川県,一般国道246号地域内遺跡　第3地点東遺跡,大和市,第2号竪穴住居址炉址覆土,炭化物,T,h,縄文時代中期後葉,----,B,Gak-10130,β線法,1510,170,----,----,----,----,----,学習院大学　木越邦彦,学習院大学　木越邦彦,1984,放射性炭素年代測定結果,399-400,----,大和市文化財調査報告書第15集　一般国道246号(大和･厚木バイパス)地域内遺跡発掘調査報告Ⅱ,大和市教育委員会
26,8105,14：神奈川県,一般国道246号地域内遺跡　第3地点東遺跡,大和市,第1号集石遺構覆土,炭化物,T,h,縄文時代中期後葉,----,B,Gak-10131,β線法,5870,270,----,----,----,----,----,学習院大学　木越邦彦,学習院大学　木越邦彦,1984,放射性炭素年代測定結果,399-400,----,大和市文化財調査報告書第15集　一般国道246号(大和･厚木バイパス)地域内遺跡発掘調査報告Ⅱ,大和市教育委員会
27,8106,14：神奈川県,一般国道246号地域内遺跡　第3地点東遺跡,大和市,第1号集石遺構覆土,炭化物,T,h,縄文時代中期後葉,----,B,Gak-10132,β線法,5780,180,----,----,----,----,----,学習院大学　木越邦彦,学習院大学　木越邦彦,1984,放射性炭素年代測定結果,399-400,----,大和市文化財調査報告書第15集　一般国道246号(大和･厚木バイパス)地域内遺跡発掘調査報告Ⅱ,大和市教育委員会
28,8107,14：神奈川県,一般国道246号地域内遺跡　第3地点東遺跡,大和市,第5号土坑覆土,炭化物,T,h,縄文時代,----,B,Gak-10133,β線法,4270,170,----,----,----,----,----,学習院大学　木越邦彦,学習院大学　木越邦彦,1984,放射性炭素年代測定結果,399-400,----,大和市文化財調査報告書第15集　一般国道246号(大和･厚木バイパス)地域内遺跡発掘調査報告Ⅱ,大和市教育委員会
29,8103,14：神奈川県,一般国道246号地域内遺跡　第3地点東遺跡,大和市,第1号竪穴住居址覆土,炭化物,T,h,縄文時代中期後葉,----,B,Gak-10129,β線法,5080,150,----,----,----,----,----,学習院大学　木越邦彦,学習院大学　木越邦彦,1984,放射性炭素年代測定結果,399-400,----,大和市文化財調査報告書第15集　一般国道246号(大和･厚木バイパス)地域内遺跡発掘調査報告Ⅱ,大和市教育委員会
30,8418,14：神奈川県,三ツ沢貝塚,横浜市神奈川区沢渡,f-6-ハ区2層下,炭化材(クリ?),T,f,縄文時代後期,堀之内1式,B,IAAA-100993,AMS法,3740,30,----,----,----,----,----,小林謙一(中央大学)･坂本稔(国立歴史民俗博物館),(株)加速器分析研究所,2010,三ツ沢貝塚出土試料の炭素14年代測定,107-108,----,三ツ沢貝塚?沢渡55番80号地点の調査?,有明文化財研究所
31,8417,14：神奈川県,三ツ沢貝塚,横浜市神奈川区沢渡,f-5-ロ区2層,炭化材(クリ?),T,f,縄文時代後期,堀之内1式,B,IAAA-100992,AMS法,3750,30,----,----,----,----,----,小林謙一(中央大学)･坂本稔(国立歴史民俗博物館),(株)加速器分析研究所,2010,三ツ沢貝塚出土試料の炭素14年代測定,107-108,----,三ツ沢貝塚?沢渡55番80号地点の調査?,有明文化財研究所
32,8521,14：神奈川県,上ノ町遺跡,茅ヶ崎市西久保,29区遺構外　Ⅷ層,木片,T,d,不明,----,ABCDEFGH,IAAA-81800,AMS法,2070,30,2071,27,-23.5,0.36,----,(株)加速器分析研究所,(株)加速器分析研究所,2009,上ノ町遺跡における放射性炭素年代(AMS測定),69-70,----,かながわ考古学財団調査報告247　上ノ町遺跡Ⅲ,財団法人かながわ考古学財団
33,8541,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J8号集石土坑,炭化材(クリ),T,f,縄文時代,----,B,Beta-213069,β線法,4280,60,----,----,----,----,-25.9,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
34,8542,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J9号集石土坑,炭化材(クリ),T,f,縄文時代,----,B,Beta-213066,β線法,4360,50,----,----,----,----,-27.1,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
35,8540,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J7号集石土坑,炭化材(クリ),T,f,縄文時代,----,B,Beta-213068,β線法,4440,40,----,----,----,----,-25.9,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
36,8539,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J3号集石土坑,炭化材(ブナ科　クリ、シイ属、コナラ属コナラ節のいずれか),T,f,縄文時代,----,B,Beta-213067,β線法,4240,100,----,----,----,----,-26.3,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
37,8538,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J1号集石土坑,炭化材(クルミ属),T,f,縄文時代,----,B,Beta-227591,β線法,4400,70,----,----,----,----,-26.5,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
38,8537,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J1号集石土坑,炭化材(クルミ属),T,f,縄文時代,----,B,Beta-227590,β線法,4770,80,----,----,----,----,-26,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
39,8536,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J1号集石土坑,炭化材(クリ),T,f,縄文時代,----,B,Beta-227589,β線法,4500,70,----,----,----,----,-26.1,株式会社古環境研究所,Beta Analytic Inc.,2007,上依知上谷戸遺跡の自然科学分析,454-458,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
40,8535,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J2,炭化材(クリ),T,f,縄文時代,----,B,IAA-677,β線法,4160,70,4160,74,----,----,-24.2,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
41,8534,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J13集石,炭化材(クリ),T,f,縄文時代中期初頭頃,----,B,IAA-676,β線法,4410,80,4405,80,----,----,-24.4,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
42,8530,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J7集石,炭化材(クリ),T,f,縄文時代中期初頭頃,----,B,IAA-672,β線法,4830,80,4830,81,----,----,-24.4,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
43,8532,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J12 集石,炭化材(クリ),T,f,縄文時代中期初頭頃,----,B,IAA-674,β線法,4380,80,4380,78,----,----,-25,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
44,8531,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J12 集石,炭化材(クリ),T,f,縄文時代中期初頭頃,----,B,IAA-673,β線法,4580,80,4582,75,----,----,-25,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
45,8533,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J13集石,炭化材(クリ),T,f,縄文時代中期初頭頃,----,B,IAA-675,β線法,4430,70,4426,65,----,----,-23.9,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
46,8529,14：神奈川県,上依知上谷戸遺跡,厚木市上依知,J7集石,炭化材(クリ),T,f,縄文時代中期初頭頃,----,B,IAA-671,β線法,4750,80,4749,79,----,----,-23.8,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2007,上依知上谷戸遺跡から出土した炭化材の年代と樹種,450-453,----,かながわ考古学財団調査報告214　上依知上谷戸遺跡,財団法人かながわ考古学財団
47,8324,14：神奈川県,上原遺跡,愛甲郡清川村,ローム層中,生材(モミ属),T,d,不明,----,ABCDEFGH,GEO95-1315 Beta-86950,β線法,1910,60,----,----,----,----,----,藤根久･植田弥生(パレオ･ラボ),(株)地球科学研究所,1997,宮ヶ瀬遺跡群上原(No.13)遺跡出土木材･炭化材の樹種同定および放射性炭素年代測定,565-567,----,かながわ考古学財団調査報告18　宮ヶ瀬遺跡群?,財団法人かながわ考古学財団
48,4207,14：神奈川県,上土棚南遺跡,綾瀬市上土棚南,5次4住居跡,種実,T,e,縄文時代後期,加曽利B1式（古）,B,IAAA-30463,AMS法,3530,50,----,----,-22.67,1.18,----,学術創成研究グループ,(株)加速器分析研究所,2009,地域別測定データ,139-524,KAK-C2,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
49,8551,14：神奈川県,上土棚南遺跡,綾瀬市上土棚南,4号住居址,種実(ツブラジイ果皮),T,e,縄文時代後期,加曽利B1,B,IAAA-30463,AMS法,3530,50,----,----,-22.7,1.2,----,小林謙一･今村峯雄･坂本稔･尾嵜大真･新免歳靖,(株)加速器分析研究所,2008,神奈川県綾瀬市上土棚南遺跡出土試料の14C年代測定,340-345,----,綾瀬市埋蔵文化財調査報告6　上土棚南遺跡ー第5次?第7次調査の記録ー,綾瀬市教育委員会
50,8550,14：神奈川県,上土棚南遺跡,綾瀬市上土棚南,4号住居址P-8,炭化材(環孔材?),T,f,縄文時代後期,加曽利B1,B,IAAA-30462,AMS法,3540,50,----,----,-22.2,1.3,----,小林謙一･今村峯雄･坂本稔･尾嵜大真･新免歳靖,(株)加速器分析研究所,2008,神奈川県綾瀬市上土棚南遺跡出土試料の14C年代測定,340-345,----,綾瀬市埋蔵文化財調査報告6　上土棚南遺跡ー第5次?第7次調査の記録ー,綾瀬市教育委員会
51,4206,14：神奈川県,上土棚南遺跡,綾瀬市上土棚南,5次4住居跡165ピット,炭化材,T,f,縄文時代後期,加曽利B1式（古）,B,IAAA-30462,AMS法,3540,50,----,----,-22.24,1.3,----,学術創成研究グループ,(株)加速器分析研究所,2009,地域別測定データ,139-524,KAK-165,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
52,8557,14：神奈川県,上粕屋･香々久保遺跡,伊勢原市上粕屋,第2地点トレンチ　36層,木片,T,d,不明,----,ABCDEFGH,IAAA-91192,AMS法,1440,30,1440,33,-29.47,0.69,----,(株)加速器分析研究所,(株)加速器分析研究所,2013,上粕屋･香々久保遺跡出土木材の放射性炭素年代測定(AMS測定),183-188,----,かながわ考古学財団調査報告291　上粕屋･香々久保遺跡　上粕屋･一ノ郷上遺跡,公益財団法人かながわ考古学財団
53,8560,14：神奈川県,上粕屋･香々久保遺跡,伊勢原市上粕屋,第2地点トレンチ　50層,木片,T,d,不明,----,ABCDEFGH,IAAA-91195,AMS法,31860,220,31862,217,-29.53,0.62,----,(株)加速器分析研究所,(株)加速器分析研究所,2013,上粕屋･香々久保遺跡出土木材の放射性炭素年代測定(AMS測定),183-188,----,かながわ考古学財団調査報告291　上粕屋･香々久保遺跡　上粕屋･一ノ郷上遺跡,公益財団法人かながわ考古学財団
54,8559,14：神奈川県,上粕屋･香々久保遺跡,伊勢原市上粕屋,第2地点トレンチ　50層,木片,T,d,不明,----,ABCDEFGH,IAAA-91194,AMS法,31390,200,31390,200,-26.66,0.54,----,(株)加速器分析研究所,(株)加速器分析研究所,2013,上粕屋･香々久保遺跡出土木材の放射性炭素年代測定(AMS測定),183-188,----,かながわ考古学財団調査報告291　上粕屋･香々久保遺跡　上粕屋･一ノ郷上遺跡,公益財団法人かながわ考古学財団
55,8558,14：神奈川県,上粕屋･香々久保遺跡,伊勢原市上粕屋,第2地点トレンチ　50層,木片,T,d,不明,----,ABCDEFGH,IAAA-91193,AMS法,32070,230,32067,224,-33.54,0.5,----,(株)加速器分析研究所,(株)加速器分析研究所,2013,上粕屋･香々久保遺跡出土木材の放射性炭素年代測定(AMS測定),183-188,----,かながわ考古学財団調査報告291　上粕屋･香々久保遺跡　上粕屋･一ノ郷上遺跡,公益財団法人かながわ考古学財団
56,8556,14：神奈川県,上粕屋･香々久保遺跡,伊勢原市上粕屋,第2地点トレンチ　10層,木片,T,d,不明,----,ABCDEFGH,IAAA-91191,AMS法,1030,30,1032,32,-31.16,0.72,----,(株)加速器分析研究所,(株)加速器分析研究所,2013,上粕屋･香々久保遺跡出土木材の放射性炭素年代測定(AMS測定),183-188,----,かながわ考古学財団調査報告291　上粕屋･香々久保遺跡　上粕屋･一ノ郷上遺跡,公益財団法人かながわ考古学財団
57,8182,14：神奈川県,下北原遺跡,伊勢原市日向,J11敷石住居址,炭化材(エゴノキ属),T,f,縄文時代後期,加曽利B1式,B,IAAA-132698,AMS法,3480,30,3482,25,-23.11,0.5,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2014,J11号敷石住居址出土炭化材の樹種同定および放射性炭素年代測定,214-218,----,神奈川埋蔵文化財発掘調査報告書27　下北原遺跡Ⅲ,株式会社玉川文化財研究所
58,8184,14：神奈川県,下北原遺跡,伊勢原市日向,J11敷石住居址,炭化材(キハダ),T,f,縄文時代後期,加曽利B1式,B,IAAA-132700,AMS法,3460,30,3462,25,-27.75,0.33,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2014,J11号敷石住居址出土炭化材の樹種同定および放射性炭素年代測定,214-218,----,神奈川埋蔵文化財発掘調査報告書27　下北原遺跡Ⅲ,株式会社玉川文化財研究所
59,8183,14：神奈川県,下北原遺跡,伊勢原市日向,J11敷石住居址,炭化材(キハダ),T,f,縄文時代後期,加曽利B1式,B,IAAA-132699,AMS法,3430,30,3427,26,-26.07,0.48,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2014,J11号敷石住居址出土炭化材の樹種同定および放射性炭素年代測定,214-218,----,神奈川埋蔵文化財発掘調査報告書27　下北原遺跡Ⅲ,株式会社玉川文化財研究所
