項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
11,8190,14：神奈川県,夏島貝塚,横須賀市,不明,貝殻,M,n,縄文時代,夏島Ⅱ式,B,M769,β線法,9450,400,----,----,----,----,----,杉原荘介,ミシガン大学,1964,世界最古の貝塚?,36-40,----,夏島貝塚,中央公論美術出版
12,2133,14：神奈川県,杉田貝塚,横浜市磯子区杉田町,----,貝シオフキR,M,n,縄文時代後期,----,B,MTC-07419,AMS法,3795,30,----,----,0.3,----,----,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,KNSG-K7海洋リザーバー効果の影響が疑われる,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
13,2134,14：神奈川県,杉田貝塚,横浜市磯子区杉田町,----,貝カガミガイR,M,n,縄文時代後期,----,B,MTC-07420,AMS法,3895,30,----,----,2.3,----,----,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,KNSG-K8海洋リザーバー効果の影響が疑われる,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
14,2132,14：神奈川県,杉田貝塚,横浜市磯子区杉田町,----,貝ハマグリR,M,n,縄文時代後期,----,B,MTC-07418,AMS法,3825,30,----,----,2,----,----,学術創成研究グループ,東京大学大学院工学系研究科タンデム加速器研究施設,2009,地域別測定データ,139-524,KNSG-K2海洋リザーバー効果の影響が疑われる,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
15,8416,14：神奈川県,桜山うつき野遺跡,逗子市桜山,包含層　Ⅵd層,ユキガイ貝殻,M,n,縄文時代前期,黒浜式,B,IAAA-90858,AMS法,5150,40,5145,36,2.01,0.63,----,加速器分析研究所,加速器分析研究所,2010,桜山うつき野遺跡における放射性炭素年代(AMS測定),43-45,----,かながわ考古学財団調査報告252　桜山うつき野遺跡Ⅱ(第2次調査),財団法人かながわ考古学財団
16,8820,14：神奈川県,横須賀市神明町地先,横須賀市神明町,海抜5.06m,カガミガイ,M,n,不明,----,ABCDEFGH,Gak-11365,β線法,7130,160,----,----,----,----,----,蟹江康光(横須賀市自然博物館),学習院大学理学部年代測定室,1988,横須賀市久里浜、入自然貝層の地質と堆積物の14C年代,185-186,----,横須賀市文化財調査報告書第16集　伝福寺裏遺跡,横須賀市教育委員会
17,8819,14：神奈川県,横須賀市神明町地先,横須賀市神明町,海抜7.91m,カガミガイ,M,n,不明,----,ABCDEFGH,Gak-11364,β線法,4910,130,----,----,----,----,----,蟹江康光(横須賀市自然博物館),学習院大学理学部年代測定室,1988,横須賀市久里浜、入自然貝層の地質と堆積物の14C年代,185-186,----,横須賀市文化財調査報告書第16集　伝福寺裏遺跡,横須賀市教育委員会
18,8700,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.1-A地点　旧河道中央屈曲部北部　Je層,マガキ,M,n,縄文時代早期,----,B,NU-275,β線法,5400,120,----,----,----,----,----,黒澤一男･小杉正人･遠藤邦彦･江口誠一･高桑正敏･清水丈太･百原新,日本大学年代測定室,1999,No.1-A地点の沖積層層序、珪藻化石、有孔虫化石,835-845,----,かながわ考古学財団調査報告46　池子遺跡群Ⅹ　第4分冊　別編･自然科学分析編,財団法人かながわ考古学財団
19,8705,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No1-A地点　海抜2.75-2.60m層準,マガキ,M,n,縄文時代,----,B,NU-270,β線法,6090,170,----,----,----,----,----,松島義章,日本大学年代測定室,1999,No.1-A地点の海成沖積層産貝類化石とその14C年代測定,889-893,----,かながわ考古学財団調査報告46　池子遺跡群Ⅹ　第4分冊　別編･自然科学分析編,財団法人かながわ考古学財団
20,8706,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.5地点11トレンチ,貝殻,M,n,縄文時代,----,B,NU-619,β線法,5910,140,----,----,----,----,----,黒澤一男･中尾有利子･小杉正人,日本大学年代測定室,1999,池子遺跡群の有孔虫化石群,71-78,----,かながわ考古学財団調査報告46　池子遺跡群Ⅹ　第4分冊　別編･自然科学分析編,財団法人かながわ考古学財団
21,8702,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.1-A地点　旧河道北西部岩盤前面　Je層,キクザルガイ,M,n,縄文時代早期,----,B,NU-272,β線法,6090,140,----,----,----,----,----,黒澤一男･小杉正人･遠藤邦彦･江口誠一･高桑正敏･清水丈太･百原新,日本大学年代測定室,1999,No.1-A地点の沖積層層序、珪藻化石、有孔虫化石,835-845,----,かながわ考古学財団調査報告46　池子遺跡群Ⅹ　第4分冊　別編･自然科学分析編,財団法人かながわ考古学財団
22,8696,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.1-E地点　南トレンチ　Je層,貝殻,M,n,縄文時代早期,----,B,NU-740,β線法,6110,110,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　村田泰輔　中尾有利子　遠藤邦彦,日本大学年代測定室,1999,逗子市池子遺跡群No.1-E地点の沖積層層序と珪藻･有孔虫化石群,587-592,----,かながわ考古学財団調査報告43　池子遺跡群Ⅶ,財団法人かながわ考古学財団
23,8685,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.6地点　Gセクション　F3亜層上部,貝殻,M,n,縄文時代晩期以前,----,B,GaK-16278,β線法,7670,110,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　遠藤邦彦　江口誠一　矢笠登美子,学習院大学理学部年代測定室,1997,逗子市池子遺跡群No.6地点の沖積層層序,p1-10,----,かながわ考古学財団調査報告26　池子遺跡群Ⅳ　第2分冊,財団法人かながわ考古学財団
24,8686,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.6地点　Gセクション　F4亜層,貝殻,M,n,縄文時代晩期以前,----,B,GaK-16279,β線法,7490,110,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　遠藤邦彦　江口誠一　矢笠登美子,学習院大学理学部年代測定室,1997,逗子市池子遺跡群No.6地点の沖積層層序,p1-10,----,かながわ考古学財団調査報告26　池子遺跡群Ⅳ　第2分冊,財団法人かながわ考古学財団
25,8693,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.1-E地点　南トレンチ　Je層,貝殻,M,n,縄文時代早期,----,B,NU-742,β線法,6830,150,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　村田泰輔　中尾有利子　遠藤邦彦,日本大学年代測定室,1999,逗子市池子遺跡群No.1-E地点の沖積層層序と珪藻･有孔虫化石群,587-592,----,かながわ考古学財団調査報告43　池子遺跡群Ⅶ,財団法人かながわ考古学財団
26,8695,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.1-E地点　南トレンチ　Je層,貝殻,M,n,縄文時代早期,----,B,PLD-323,不明,6950,350,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　村田泰輔　中尾有利子　遠藤邦彦,パレオ･ラボ,1999,逗子市池子遺跡群No.1-E地点の沖積層層序と珪藻･有孔虫化石群,587-592,----,かながわ考古学財団調査報告43　池子遺跡群Ⅶ,財団法人かながわ考古学財団
27,8694,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.1-E地点　南トレンチ　Je層,貝殻,M,n,縄文時代早期,----,B,NU-741,β線法,6175,100,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　村田泰輔　中尾有利子　遠藤邦彦,日本大学年代測定室,1999,逗子市池子遺跡群No.1-E地点の沖積層層序と珪藻･有孔虫化石群,587-592,----,かながわ考古学財団調査報告43　池子遺跡群Ⅶ,財団法人かながわ考古学財団
28,8684,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,No.6地点　Gセクション　F1亜層,貝殻,M,n,縄文時代晩期以前,----,B,GaK-16277,β線法,7700,170,----,----,----,----,----,池子遺跡群自然科学分析調査会　黒澤一男　遠藤邦彦　江口誠一　矢笠登美子,学習院大学理学部年代測定室,1997,逗子市池子遺跡群No.6地点の沖積層層序,p1-10,----,かながわ考古学財団調査報告26　池子遺跡群Ⅳ　第2分冊,財団法人かながわ考古学財団
29,8679,14：神奈川県,池子遺跡群,逗子市池子米軍提供用地,海抜2.75-2.60m層準,貝殻(カモノアシガキ),M,n,縄文時代,----,B,GaK-14584,β線法,5730,130,----,----,----,----,----,池子遺跡群自然科学分析調査会　 松島義章,学習院大学理学部年代測定室,1996,池子遺跡群No.1-B地点の海成沖積層貝化石とその14C年代測定,443-450,----,かながわ考古学財団調査報告11　池子遺跡群Ⅲ,財団法人かながわ考古学財団
30,8159,14：神奈川県,猿島洞穴遺跡,横須賀市猿島,21b層,イガイ,M,n,不明,----,ABCDEFGH,Tka-12293,AMS法,850,90,----,----,----,----,0,吉田邦夫(東京大学総合研究博物館),東京大学原子力研究総合センター,2002,猿島洞穴遺跡出土資料の放射性炭素年代測定,114-118,----,横須賀市埋蔵文化財調査報告書第9集　猿島遺跡群(猿島遺跡･猿島洞穴･猿島台場跡･猿島砲台跡),横須賀市緑政部･横須賀市教育委員会
31,8160,14：神奈川県,猿島洞穴遺跡,横須賀市猿島,21c層,イガイ,M,n,不明,----,ABCDEFGH,Tka-12294,AMS法,2480,180,----,----,----,----,-0.2,吉田邦夫(東京大学総合研究博物館),東京大学原子力研究総合センター,2002,猿島洞穴遺跡出土資料の放射性炭素年代測定,114-118,----,横須賀市埋蔵文化財調査報告書第9集　猿島遺跡群(猿島遺跡･猿島洞穴･猿島台場跡･猿島砲台跡),横須賀市緑政部･横須賀市教育委員会
32,8158,14：神奈川県,猿島洞穴遺跡,横須賀市猿島,21a層,イガイ,M,n,不明,----,ABCDEFGH,Tka-12292,AMS法,2330,100,----,----,----,----,-0.7,吉田邦夫(東京大学総合研究博物館),東京大学原子力研究総合センター,2002,猿島洞穴遺跡出土資料の放射性炭素年代測定,114-118,----,横須賀市埋蔵文化財調査報告書第9集　猿島遺跡群(猿島遺跡･猿島洞穴･猿島台場跡･猿島砲台跡),横須賀市緑政部･横須賀市教育委員会
33,8156,14：神奈川県,猿島洞穴遺跡,横須賀市猿島,16層,イガイ,M,n,不明,----,ABCDEFGH,Tka-12290,AMS法,2270,90,----,----,----,----,-0.6,吉田邦夫(東京大学総合研究博物館),東京大学原子力研究総合センター,2002,猿島洞穴遺跡出土資料の放射性炭素年代測定,114-118,----,横須賀市埋蔵文化財調査報告書第9集　猿島遺跡群(猿島遺跡･猿島洞穴･猿島台場跡･猿島砲台跡),横須賀市緑政部･横須賀市教育委員会
34,8157,14：神奈川県,猿島洞穴遺跡,横須賀市猿島,18層,イガイ,M,n,不明,----,ABCDEFGH,Tka-12291,AMS法,2290,90,----,----,----,----,-0.5,吉田邦夫(東京大学総合研究博物館),東京大学原子力研究総合センター,2002,猿島洞穴遺跡出土資料の放射性炭素年代測定,114-118,----,横須賀市埋蔵文化財調査報告書第9集　猿島遺跡群(猿島遺跡･猿島洞穴･猿島台場跡･猿島砲台跡),横須賀市緑政部･横須賀市教育委員会
35,8155,14：神奈川県,猿島洞穴遺跡,横須賀市猿島,6b層,イガイ,M,n,不明,----,ABCDEFGH,Tka-12289,AMS法,930,90,----,----,----,----,0,吉田邦夫(東京大学総合研究博物館),東京大学原子力研究総合センター,2002,猿島洞穴遺跡出土資料の放射性炭素年代測定,114-118,----,横須賀市埋蔵文化財調査報告書第9集　猿島遺跡群(猿島遺跡･猿島洞穴･猿島台場跡･猿島砲台跡),横須賀市緑政部･横須賀市教育委員会
36,8881,14：神奈川県,白幡浦島丘遺跡,横浜市神奈川区白幡東町,6号土坑　中央部覆土中位,マガキ,M,n,縄文時代前期,----,B,IAA-155,β線法,5180,80,----,----,----,----,-3,パリノ･サーヴェイ,加速器分析研究所,2003,白幡浦島丘遺跡の放射性炭素年代測定,203-204,----,かながわ考古学財団調査報告152　白幡浦島丘遺跡,財団法人かながわ考古学財団
37,8880,14：神奈川県,白幡浦島丘遺跡,横浜市神奈川区白幡東町,6号土坑　中央部覆土中位,マテガイ,M,n,縄文時代前期,----,B,IAA-154,β線法,5650,130,----,----,----,----,-1.6,パリノ･サーヴェイ,加速器分析研究所,2003,白幡浦島丘遺跡の放射性炭素年代測定,203-204,----,かながわ考古学財団調査報告152　白幡浦島丘遺跡,財団法人かながわ考古学財団
38,8595,14：神奈川県,神庭遺跡,川崎市中原区井田,92号住居址中央床面,二枚貝,M,n,縄文時代,加曽利E式,B,不明,β線法,3660,100,----,----,----,----,----,米田耕之助･菊池真太郎,学習院大学理学部年代測定室,1974,放射性炭素による神庭遺跡の年代,81-82,----,神庭遺跡　第2次調査概要,東出版株式会社
