項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
24,6554,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS013 2層,炭化材(クリ),T,f,縄文時代中期中葉,----,B,PLD-17124,AMS法,4445,25,4443,25,-28.17,0.13,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
25,6553,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS013 2層,炭化材(クリ),T,f,縄文時代中期中葉,----,B,PLD-17123,AMS法,4455,25,4456,25,-25.37,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
26,6552,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS012 3層,炭化材(オニグルミ),T,f,縄文時代中期中葉,----,B,PLD-19715,AMS法,4470,25,4471,24,-25.42,0.13,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
27,6551,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS012 3層,炭化材(オニグルミ),T,f,縄文時代中期中葉,----,B,PLD-19714,AMS法,4410,20,4412,21,-26.99,0.13,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
28,6550,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS012 3層,炭化材(オニグルミ),T,f,縄文時代中期中葉,----,B,PLD-19713,AMS法,4470,20,4468,21,-24.67,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
29,6549,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS010 2層,炭化材(コナラ属クヌギ節),T,f,縄文時代中期前葉?中期後葉,----,B,PLD-17122,AMS法,4530,25,4530,25,-28.36,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
30,6548,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS010 2層,炭化材(コナラ属クヌギ節),T,f,縄文時代中期前葉?中期後葉,----,B,PLD-17121,AMS法,4530,25,4528,26,-29.19,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
31,6547,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS010 2層,炭化材(コナラ属クヌギ節),T,f,縄文時代中期前葉?中期後葉,----,B,PLD-17120,AMS法,4535,25,4537,25,-27.6,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
32,6545,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS017 2層,炭化材(クリ),T,f,縄文時代中期初頭?中期後葉,----,B,PLD-17126,AMS法,4495,25,4496,25,-26.84,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
33,6562,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SU002,炭化材(クリ),T,f,縄文時代中期後葉,----,B,PLD-19720,AMS法,4120,20,4118,21,-25.62,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
34,6564,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SU003 2層,炭化材(クリ),T,f,縄文時代中期後葉,----,B,PLD-19712,AMS法,4040,20,4041,21,-26.82,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
35,6563,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SU003 2層,炭化種実(オニグルミ核),T,g,縄文時代中期後葉,----,B,PLD-19711,AMS法,4050,20,4052,20,-25.14,0.2,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
36,6561,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SK001 1層,炭化種実(オニグルミ核),T,g,縄文時代中期後葉,----,B,PLD-19718,AMS法,4040,20,4041,20,-26.15,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
37,6560,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SK001 1層,炭化種実(オニグルミ核),T,g,縄文時代中期後葉,----,B,PLD-19717,AMS法,4040,20,4042,21,-23.88,0.13,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
38,6559,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SI001,炭化材(キハダ),T,f,縄文時代中期後葉,----,B,PLD-17131,AMS法,4115,25,4114,25,-26.51,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
39,6558,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SI001,炭化材(キハダ),T,f,縄文時代中期後葉,----,B,PLD-17130,AMS法,4050,25,4051,24,-25.97,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
40,6557,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SI001,炭化材(キハダ),T,f,縄文時代中期後葉,----,B,PLD-17129,AMS法,4055,25,4055,24,-24.53,0.1,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
41,6539,13：東京都,下原･富士見町遺跡,三鷹市大沢･調布市富士見町,SS001 2層,炭化材(ケヤキ),T,f,不明,----,ABCDEFGH,PLD-17114,AMS法,4545,25,4545,26,-25.56,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,下原･富士見町遺跡の遺構出土炭化材･炭化種実の放射性炭素年代測定,174-182,----,明治大学校地内遺跡調査団調査報告書4　下原･富士見町遺跡Ⅱ,学校法人 明治大学
42,6642,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張1地点　試料番号14C-2,木材,T,d,不明,----,ABCDEFGH,Gak-17592,β線法,3010,100,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
43,6643,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張1地点　試料番号14C-4,木材,T,d,不明,----,ABCDEFGH,Gak-17593,β線法,2330,80,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
44,6649,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張2地点　試料番号10,木材,T,d,不明,----,ABCDEFGH,Gak-17599,β線法,&gt;27200,----,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
45,6648,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張1地点　試料番号14C-9,木材,T,d,不明,----,ABCDEFGH,Gak-17598,β線法,2810,80,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
46,6647,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張1地点　試料番号14C-8,木材,T,d,不明,----,ABCDEFGH,Gak-17597,β線法,2340,100,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
47,6646,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張1地点　試料番号14C-7,木材,T,d,不明,----,ABCDEFGH,Gak-17596,β線法,3660,100,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
48,6645,13：東京都,下宅部遺跡,東村山市多摩湖町,トレンチT13拡張1地点　試料番号14C-6,木材,T,d,不明,----,ABCDEFGH,Gak-17595,β線法,38160,3190,----,----,----,----,----,工藤雄一郎(東京都立大学大学院)、下宅部遺跡調査団,学習院大学,2006,土壌分析の目的とその結果について,257-276,----,下宅部遺跡Ⅰ,東村山市遺跡調査会
49,3764,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FC5河道12号クルミ塚南北ベルト柱状サンプルS106-⑤,種実オニグルミ内果皮,T,e,縄文時代前期～中期？,----,B,Beta-201262,AMS法,4330,40,----,----,-26.5,----,-26.5,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,TTHS-C1,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
50,3776,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FB5河道12号クルミ塚ブロックサンプルA236cm,種実オニグルミ内果皮,T,e,縄文時代前期～中期？,----,B,MTC-05842,AMS法,4175,40,----,----,-27.2,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C19,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
51,3775,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FC5河道12号クルミ塚南北ベルト層位別サンプル3-②層,種実オニグルミ内果皮,T,e,縄文時代前期～中期？,----,B,MTC-05841,AMS法,4420,45,----,----,-29.7,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C18,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
52,3774,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FC5河道12号クルミ塚南北ベルト柱状サンプルS106-③,種実オニグルミ内果皮,T,e,縄文時代前期～中期？,----,B,MTC-05840,AMS法,4475,45,----,----,-26.5,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C17,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
53,3773,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FB4河道12号クルミ塚東西ベルト柱状サンプルS131-①,種実オニグルミ内果皮,T,e,縄文時代前期～中期？,----,B,MTC-05839,AMS法,4155,45,----,----,-26.4,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C16,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
54,3772,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FD7河道11号クルミ塚柱状サンプルS73-②,種実オニグルミ内果皮,T,e,縄文時代前期～中期？,----,B,MTC-05838,AMS法,4475,45,----,----,-26.2,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C15,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
55,3771,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FC5河道12号クルミ塚南北ベルト層位別サンプル3-①層-④,種実ササゲ属,T,g,縄文時代前期～中期？,----,B,MTC-05837,AMS法,4515,45,----,----,-24.8,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C14,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
56,3770,13：東京都,下宅部遺跡,東村山市多摩湖町4丁目3・4番地ほか,調査区Ⅰ主要調査地点FB4河道12号クルミ塚東西ベルト柱状サンプルS131-③,種実ナラガシワ果皮,T,g,縄文時代前期～中期？,----,B,MTC-05836,AMS法,4070,45,----,----,-28.3,----,----,学術創成研究グループ,東京大学タンデム加速器研究施設,2009,地域別測定データ,139-524,TTHS-C13,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
